,pokedex_number,name,generation,status,species,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,growth_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
313,263,Zigzagoon,3,Normal,TinyRaccoon Pokémon,1,Normal,Normal,240.0,38.0,30.0,41.0,30.0,41.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
314,263,Galarian Zigzagoon,3,Normal,Tiny Raccoon Pokémon,2,Dark,Normal,240.0,38.0,30.0,41.0,30.0,41.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
315,264,Linoone,3,Normal,Rushing Pokémon,1,Normal,Normal,420.0,78.0,70.0,61.0,50.0,61.0,100.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
316,264,Galarian Linoone,3,Normal,Rushing Pokémon,2,Dark,Normal,420.0,78.0,70.0,61.0,50.0,61.0,100.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
317,265,Wurmple,3,Normal,Worm Pokémon,1,Bug,Bug,195.0,45.0,45.0,35.0,20.0,30.0,20.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
318,266,Silcoon,3,Normal,Cocoon Pokémon,1,Bug,Bug,205.0,50.0,35.0,55.0,25.0,25.0,15.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
319,267,Beautifly,3,Normal,Butterfly Pokémon,2,Bug,Flying,395.0,60.0,70.0,50.0,100.0,50.0,65.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
320,268,Cascoon,3,Normal,Cocoon Pokémon,1,Bug,Bug,205.0,50.0,35.0,55.0,25.0,25.0,15.0,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
321,269,Dustox,3,Normal,Poison Moth Pokémon,2,Bug,Poison,385.0,60.0,50.0,70.0,50.0,90.0,65.0,Medium Fast,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
322,270,Lotad,3,Normal,Water Weed Pokémon,2,Water,Grass,220.0,40.0,30.0,30.0,40.0,50.0,30.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
323,271,Lombre,3,Normal,Jolly Pokémon,2,Water,Grass,340.0,60.0,50.0,50.0,60.0,70.0,50.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
324,272,Ludicolo,3,Normal,Carefree Pokémon,2,Water,Grass,480.0,80.0,70.0,70.0,90.0,100.0,70.0,Medium Slow,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
325,273,Seedot,3,Normal,Acorn Pokémon,1,Grass,Grass,220.0,40.0,40.0,50.0,30.0,30.0,30.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
326,274,Nuzleaf,3,Normal,Wily Pokémon,2,Grass,Dark,340.0,70.0,70.0,40.0,60.0,40.0,60.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
327,275,Shiftry,3,Normal,Wicked Pokémon,2,Grass,Dark,480.0,90.0,100.0,60.0,90.0,60.0,80.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
328,276,Taillow,3,Normal,TinySwallow Pokémon,2,Normal,Flying,270.0,40.0,55.0,30.0,30.0,30.0,85.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
329,277,Swellow,3,Normal,Swallow Pokémon,2,Normal,Flying,455.0,60.0,85.0,60.0,75.0,50.0,125.0,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
330,278,Wingull,3,Normal,Seagull Pokémon,2,Water,Flying,270.0,40.0,30.0,30.0,55.0,30.0,85.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
331,279,Pelipper,3,Normal,Water Bird Pokémon,2,Water,Flying,440.0,60.0,50.0,100.0,95.0,70.0,65.0,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
332,280,Ralts,3,Normal,Feeling Pokémon,2,Psychic,Fairy,198.0,28.0,25.0,25.0,45.0,35.0,40.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
333,281,Kirlia,3,Normal,Emotion Pokémon,2,Psychic,Fairy,278.0,38.0,35.0,35.0,65.0,55.0,50.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
334,282,Gardevoir,3,Normal,Embrace Pokémon,2,Psychic,Fairy,518.0,68.0,65.0,65.0,125.0,115.0,80.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
336,283,Surskit,3,Normal,Pond Skater Pokémon,2,Bug,Water,269.0,40.0,30.0,32.0,50.0,52.0,65.0,Medium Fast,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
337,284,Masquerain,3,Normal,Eyeball Pokémon,2,Bug,Flying,454.0,70.0,60.0,62.0,100.0,82.0,80.0,Medium Fast,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
338,285,Shroomish,3,Normal,Mushroom Pokémon,1,Grass,Grass,295.0,60.0,40.0,60.0,40.0,60.0,35.0,Fluctuating,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
339,286,Breloom,3,Normal,Mushroom Pokémon,2,Grass,Fighting,460.0,60.0,130.0,80.0,60.0,60.0,70.0,Fluctuating,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
340,287,Slakoth,3,Normal,Slacker Pokémon,1,Normal,Normal,280.0,60.0,60.0,60.0,35.0,35.0,30.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
341,288,Vigoroth,3,Normal,Wild Monkey Pokémon,1,Normal,Normal,440.0,80.0,80.0,80.0,55.0,55.0,90.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
342,289,Slaking,3,Normal,Lazy Pokémon,1,Normal,Normal,670.0,150.0,160.0,100.0,95.0,65.0,100.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
343,290,Nincada,3,Normal,Trainee Pokémon,2,Bug,Ground,266.0,31.0,45.0,90.0,30.0,30.0,40.0,Erratic,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
344,291,Ninjask,3,Normal,Ninja Pokémon,2,Bug,Flying,456.0,61.0,90.0,45.0,50.0,50.0,160.0,Erratic,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
345,292,Shedinja,3,Normal,Shed Pokémon,2,Bug,Ghost,236.0,1.0,90.0,45.0,30.0,30.0,40.0,Erratic,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
346,293,Whismur,3,Normal,Whisper Pokémon,1,Normal,Normal,240.0,64.0,51.0,23.0,51.0,23.0,28.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
347,294,Loudred,3,Normal,Big Voice Pokémon,1,Normal,Normal,360.0,84.0,71.0,43.0,71.0,43.0,48.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
348,295,Exploud,3,Normal,Loud Noise Pokémon,1,Normal,Normal,490.0,104.0,91.0,63.0,91.0,73.0,68.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
349,296,Makuhita,3,Normal,Guts Pokémon,1,Fighting,Fighting,237.0,72.0,60.0,30.0,20.0,30.0,25.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
350,297,Hariyama,3,Normal,Arm Thrust Pokémon,1,Fighting,Fighting,474.0,144.0,120.0,60.0,40.0,60.0,50.0,Fluctuating,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
351,298,Azurill,3,Normal,Polka Dot Pokémon,2,Normal,Fairy,190.0,50.0,20.0,40.0,20.0,40.0,20.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
352,299,Nosepass,3,Normal,Compass Pokémon,1,Rock,Rock,375.0,30.0,45.0,135.0,45.0,90.0,30.0,Medium Fast,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
353,300,Skitty,3,Normal,Kitten Pokémon,1,Normal,Normal,260.0,50.0,45.0,45.0,35.0,35.0,50.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
354,301,Delcatty,3,Normal,Prim Pokémon,1,Normal,Normal,400.0,70.0,65.0,65.0,55.0,55.0,90.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
355,302,Sableye,3,Normal,Darkness Pokémon,2,Dark,Ghost,380.0,50.0,75.0,75.0,65.0,65.0,50.0,Medium Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
357,303,Mawile,3,Normal,Deceiver Pokémon,2,Steel,Fairy,380.0,50.0,85.0,85.0,55.0,55.0,50.0,Fast,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
359,304,Aron,3,Normal,Iron Armor Pokémon,2,Steel,Rock,330.0,50.0,70.0,100.0,40.0,40.0,30.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
360,305,Lairon,3,Normal,Iron Armor Pokémon,2,Steel,Rock,430.0,60.0,90.0,140.0,50.0,50.0,40.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
361,306,Aggron,3,Normal,Iron Armor Pokémon,2,Steel,Rock,530.0,70.0,110.0,180.0,60.0,60.0,50.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
363,307,Meditite,3,Normal,Meditate Pokémon,2,Fighting,Psychic,280.0,30.0,40.0,55.0,40.0,55.0,60.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
364,308,Medicham,3,Normal,Meditate Pokémon,2,Fighting,Psychic,410.0,60.0,60.0,75.0,60.0,75.0,80.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
366,309,Electrike,3,Normal,Lightning Pokémon,1,Electric,Electric,295.0,40.0,45.0,40.0,65.0,40.0,65.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,310,Manectric,3,Normal,Discharge Pokémon,1,Electric,Electric,475.0,70.0,75.0,60.0,105.0,60.0,105.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,311,Plusle,3,Normal,Cheering Pokémon,1,Electric,Electric,405.0,60.0,50.0,40.0,85.0,75.0,95.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
370,312,Minun,3,Normal,Cheering Pokémon,1,Electric,Electric,405.0,60.0,40.0,50.0,75.0,85.0,95.0,Medium Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,313,Volbeat,3,Normal,Firefly Pokémon,1,Bug,Bug,430.0,65.0,73.0,75.0,47.0,85.0,85.0,Erratic,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
372,314,Illumise,3,Normal,Firefly Pokémon,1,Bug,Bug,430.0,65.0,47.0,75.0,73.0,85.0,85.0,Fluctuating,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
373,315,Roselia,3,Normal,Thorn Pokémon,2,Grass,Poison,400.0,50.0,60.0,45.0,100.0,80.0,65.0,Medium Slow,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
374,316,Gulpin,3,Normal,Stomach Pokémon,1,Poison,Poison,302.0,70.0,43.0,53.0,43.0,53.0,40.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
375,317,Swalot,3,Normal,Poison Bag Pokémon,1,Poison,Poison,467.0,100.0,73.0,83.0,73.0,83.0,55.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
376,318,Carvanha,3,Normal,Savage Pokémon,2,Water,Dark,305.0,45.0,90.0,20.0,65.0,20.0,65.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
377,319,Sharpedo,3,Normal,Brutal Pokémon,2,Water,Dark,460.0,70.0,120.0,40.0,95.0,40.0,95.0,Slow,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
379,320,Wailmer,3,Normal,Ball Whale Pokémon,1,Water,Water,400.0,130.0,70.0,35.0,70.0,35.0,60.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
380,321,Wailord,3,Normal,Float Whale Pokémon,1,Water,Water,500.0,170.0,90.0,45.0,90.0,45.0,60.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
381,322,Numel,3,Normal,Numb Pokémon,2,Fire,Ground,305.0,60.0,60.0,40.0,65.0,45.0,35.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
382,323,Camerupt,3,Normal,Eruption Pokémon,2,Fire,Ground,460.0,70.0,100.0,70.0,105.0,75.0,40.0,Medium Fast,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
384,324,Torkoal,3,Normal,Coal Pokémon,1,Fire,Fire,470.0,70.0,85.0,140.0,85.0,70.0,20.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
385,325,Spoink,3,Normal,Bounce Pokémon,1,Psychic,Psychic,330.0,60.0,25.0,35.0,70.0,80.0,60.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
386,326,Grumpig,3,Normal,Manipulate Pokémon,1,Psychic,Psychic,470.0,80.0,45.0,65.0,90.0,110.0,80.0,Fast,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
387,327,Spinda,3,Normal,Spot Panda Pokémon,1,Normal,Normal,360.0,60.0,60.0,60.0,60.0,60.0,60.0,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
388,328,Trapinch,3,Normal,Ant Pit Pokémon,1,Ground,Ground,290.0,45.0,100.0,45.0,45.0,45.0,10.0,Medium Slow,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
389,329,Vibrava,3,Normal,Vibration Pokémon,2,Ground,Dragon,340.0,50.0,70.0,50.0,50.0,50.0,70.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
390,330,Flygon,3,Normal,Mystic Pokémon,2,Ground,Dragon,520.0,80.0,100.0,80.0,80.0,80.0,100.0,Medium Slow,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
391,331,Cacnea,3,Normal,Cactus Pokémon,1,Grass,Grass,335.0,50.0,85.0,40.0,85.0,40.0,35.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
392,332,Cacturne,3,Normal,Scarecrow Pokémon,2,Grass,Dark,475.0,70.0,115.0,60.0,115.0,60.0,55.0,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
393,333,Swablu,3,Normal,Cotton Bird Pokémon,2,Normal,Flying,310.0,45.0,40.0,60.0,40.0,75.0,50.0,Erratic,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
394,334,Altaria,3,Normal,Humming Pokémon,2,Dragon,Flying,490.0,75.0,70.0,90.0,70.0,105.0,80.0,Erratic,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
396,335,Zangoose,3,Normal,Cat Ferret Pokémon,1,Normal,Normal,458.0,73.0,115.0,60.0,60.0,60.0,90.0,Erratic,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
397,336,Seviper,3,Normal,Fang Snake Pokémon,1,Poison,Poison,458.0,73.0,100.0,60.0,100.0,60.0,65.0,Fluctuating,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
398,337,Lunatone,3,Normal,Meteorite Pokémon,2,Rock,Psychic,460.0,90.0,55.0,65.0,95.0,85.0,70.0,Fast,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
399,338,Solrock,3,Normal,Meteorite Pokémon,2,Rock,Psychic,460.0,90.0,95.0,85.0,55.0,65.0,70.0,Fast,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
400,339,Barboach,3,Normal,Whiskers Pokémon,2,Water,Ground,288.0,50.0,48.0,43.0,46.0,41.0,60.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
401,340,Whiscash,3,Normal,Whiskers Pokémon,2,Water,Ground,468.0,110.0,78.0,73.0,76.0,71.0,60.0,Medium Fast,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
402,341,Corphish,3,Normal,Ruffian Pokémon,1,Water,Water,308.0,43.0,80.0,65.0,50.0,35.0,35.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
403,342,Crawdaunt,3,Normal,Rogue Pokémon,2,Water,Dark,468.0,63.0,120.0,85.0,90.0,55.0,55.0,Fluctuating,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
404,343,Baltoy,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,300.0,40.0,40.0,55.0,40.0,70.0,55.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
405,344,Claydol,3,Normal,Clay Doll Pokémon,2,Ground,Psychic,500.0,60.0,70.0,105.0,70.0,120.0,75.0,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
406,345,Lileep,3,Normal,Sea Lily Pokémon,2,Rock,Grass,355.0,66.0,41.0,77.0,61.0,87.0,23.0,Erratic,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
407,346,Cradily,3,Normal,Barnacle Pokémon,2,Rock,Grass,495.0,86.0,81.0,97.0,81.0,107.0,43.0,Erratic,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
408,347,Anorith,3,Normal,Old Shrimp Pokémon,2,Rock,Bug,355.0,45.0,95.0,50.0,40.0,50.0,75.0,Erratic,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
409,348,Armaldo,3,Normal,Plate Pokémon,2,Rock,Bug,495.0,75.0,125.0,100.0,70.0,80.0,45.0,Erratic,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
410,349,Feebas,3,Normal,Fish Pokémon,1,Water,Water,200.0,20.0,15.0,20.0,10.0,55.0,80.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
411,350,Milotic,3,Normal,Tender Pokémon,1,Water,Water,540.0,95.0,60.0,79.0,100.0,125.0,81.0,Erratic,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
412,351,Castform,3,Normal,Weather Pokémon,1,Normal,Normal,420.0,70.0,70.0,70.0,70.0,70.0,70.0,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
413,351,Castform Sunny Form,3,Normal,Weather Pokémon,1,Fire,Fire,420.0,70.0,70.0,70.0,70.0,70.0,70.0,Medium Fast,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
414,351,Castform Rainy Form,3,Normal,Weather Pokémon,1,Water,Water,420.0,70.0,70.0,70.0,70.0,70.0,70.0,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
415,351,Castform Snowy Form,3,Normal,Weather Pokémon,1,Ice,Ice,420.0,70.0,70.0,70.0,70.0,70.0,70.0,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,352,Kecleon,3,Normal,Color Swap Pokémon,1,Normal,Normal,440.0,60.0,90.0,70.0,60.0,120.0,40.0,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
417,353,Shuppet,3,Normal,Puppet Pokémon,1,Ghost,Ghost,295.0,44.0,75.0,35.0,63.0,33.0,45.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
418,354,Banette,3,Normal,Marionette Pokémon,1,Ghost,Ghost,455.0,64.0,115.0,65.0,83.0,63.0,65.0,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
